,Preddicion
490,2.97279692016248
491,5.385501076822335
492,6.778834757567559
493,2.068653205924714
494,3.963982456490447
495,5.810558026662868
496,3.530882096825315
497,3.5454328985059975
498,4.813267477591184
499,2.488840326324402
500,2.6456637965626166
501,2.478827963349376
502,6.86244586781611
503,4.179673219682058
504,3.626536786878079
505,7.2758249061242175
506,3.072781893651822
507,8.826722502325191
508,2.384915856267753
509,9.305599346824485
510,3.0633099609592005
511,2.4837444953220587
512,5.243180987403059
513,4.535822655428978
514,3.9009990790414166
515,2.879043727294052
516,1.8160768023879426
517,5.537060034890649
518,3.2272789825793105
519,2.269303564451368
520,2.9089576929194507
521,5.300611347644311
522,6.0367402516316435
523,3.40585983634036
524,4.1414323020811326
525,6.271475337979073
526,6.042469276167221
527,5.991663433039992
528,3.1384308420920037
529,6.188972355411254
530,3.8652349541415294
531,5.815897373305003
532,10.538012366500798
533,5.428259800248908
534,5.956265135261011
535,8.497625577827492
536,6.097446816535982
537,10.348282421111877
538,13.692814016152688
539,4.092367998225904
540,4.4173601487177505
541,3.3074616038533753
542,6.192853043342376
543,11.630467187403543
544,3.4971257205648536
545,3.0006186684302847
546,7.9081216182621095
547,4.917164956615166
548,6.822846360824483
549,4.583181040651184
550,5.863388374844881
551,7.633013347365207
552,3.4237519204318723
553,10.403290451345665
554,5.514270911743015
555,3.8849062197467195
556,3.7570720390094205
557,4.321730326571627
558,3.9262531515608616
559,59.645937500546125
560,17.07171462903583
561,2.6726750675791733
562,4.357956565102853
563,12.349814463973674
564,6.222147464422433
565,4.225210031909705
566,7.413412860498026
567,3.3376846385322505
568,7.155928108046394
569,2.7507997746090735
570,2.5708554687325673
571,5.021664403960662
572,4.872912537950842
573,2.911505765500385
574,9.333330784047135
575,3.978466371490992
576,5.2797269878001645
577,3.9989311581269256
578,8.6513648694093
579,4.614369303533998
580,21.111251483232337
581,4.647759034861135
582,3.196134794688982
583,12.52850335026262
584,11.161870322450923
585,16.61098162293061
586,7.585536076100782
587,3.0395480752766364
588,3.37914856892119
589,4.539635591021133
590,3.2074278854184852
591,4.519097420057561
592,5.167221522658588
593,11.606895008249785
594,2.4077073338972603
595,8.031566779501603
596,3.9729274672576897
597,3.771144488382432
598,2.6412257332518543
599,3.2502930695961956
600,6.078655918469696
601,2.839587586643118
602,3.1167068352882517
603,24.011069078634712
604,6.550983462987183
605,13.07988919743566
606,9.006252144736314
607,1.8930490325341518
608,2.3919784809309874
609,4.953792784959127
610,2.948224072253052
611,4.3416778591042675
612,9.003966217162693
613,4.376059528310014
614,8.06903046474095
615,3.320997825276213
616,4.300927218976582
617,3.0405977504964508
618,2.48523180484076
619,3.1193430570380896
620,4.240832809277111
621,4.842041583909443
622,3.942611251067592
623,3.117555133742542
624,12.923290929757533
625,5.9036368579404925
626,8.938867428756843
627,6.0399306615734645
628,12.233276488010194
629,19.762772769944995
630,4.615202920681039
631,3.0081072299996103
632,5.486181409369712
633,2.780538121764314
634,3.874977372182271
635,3.3535684938363293
636,2.992115944694354
637,2.8972768000871527
638,3.9655926211990993
639,17.4223991661804
640,3.9312943080465663
641,4.492523821418492
642,3.6986916486604375
643,4.2989978959574815
644,2.9008326381786222
645,3.5911856735831176
646,2.8702776693282956
647,3.3367299827983388
648,3.6642734777477513
649,18.955381622186383
650,3.52501630767319
651,4.4392626791495635
652,3.156239656264095
653,2.554834874001756
654,3.3773124546262387
655,4.294535272932673
656,9.918194643683789
657,5.743980777784563
658,35.67408811210517
659,27.048688529683425
660,2.7431339657049563
661,5.359579095255066
662,5.398041788349374
663,3.478464850266792
664,2.735430168050523
665,8.744511178722716
666,4.143332936829976
667,3.6677635325898432
668,5.8790829168105
669,6.955762474582452
670,4.1567065015664415
671,2.4667942717514117
672,6.620140960724944
673,3.4439054557167346
674,2.921236928447059
675,5.16528233819341
676,4.21142092794516
677,3.691267760025939
678,32.948552996589534
679,4.168330235020187
680,2.564564931617941
681,5.723402951244873
682,16.08630938618629
683,5.1655015031742435
684,2.5804457884851137
685,5.275590416622132
686,2.7365433504397396
687,2.899801973709752
688,3.7983698926655585
689,3.5975026722947963
690,7.730532714527582
691,29.395069675932653
692,5.134719625576479
693,13.717699152757891
694,2.5680183274568584
695,12.80015309201106
696,3.1290755469744598
697,7.226198275790223
698,2.935489186044369
699,3.0205336522821016
700,6.780601660170493
701,7.8712663877171
702,4.325840761111086
703,2.5305356093218707
704,5.375006818708575
705,2.679540652901486
706,3.0443338671340907
707,48.67842872658556
708,3.685143115441635
709,5.6157531934011296
710,3.407511691460403
711,5.389149811020062
712,7.781932322110615
713,7.834645425418767
714,4.336302374101702
715,3.3081177563769337
716,9.29347577959434
717,3.9618343412439785
718,3.363750211752964
719,9.251671965626443
720,12.333246812420409
721,5.925453217910258
722,6.742132198177597
723,5.298148957198916
724,3.1831206441624724
725,5.369258462044926
726,6.109213854145292
727,3.9869413530527975
728,8.097004715481907
729,16.169026545548373
730,3.9340500566777417
731,6.572732038236868
732,3.48500455515867
733,4.691832326232639
734,3.3713318653984174
735,3.40707721034813
736,6.925847599907305
737,3.012861955763654
738,5.307167888250614
739,14.16458296457061
740,4.386687286299375
741,6.006789232213013
742,5.611184305955975
743,6.927454880655601
744,3.9461670261558206
745,4.161153132704216
746,3.512383088406642
747,5.22977362824155
748,8.331735151363686
749,8.000668957674398
750,5.285961572230959
751,2.241971196803524
752,5.26402516663546
753,13.017897419946857
754,5.3438120726957985
755,3.442521153428453
756,6.273190261622561
757,3.8971366749294827
758,7.2881840310650965
759,3.033122705829447
760,7.704660547913676
761,2.8783782478749593
762,2.475608640759032
763,4.0072847696103695
764,4.549466784244359
765,3.9352700284193842
766,10.082675201940953
767,10.397058556817127
768,3.4022346496377063
769,3.916174823227114
770,8.821430267140698
771,4.891682236760568
772,2.8427978802881615
773,5.36874456348279
774,3.981399062827836
775,2.8377803221112616
776,40.027520048160454
777,5.551657220924225
778,5.865281804042363
779,5.944871437265194
780,3.0386552577915404
781,10.927995400337469
782,6.3729020592015235
783,8.762920092300298
784,4.215990368598361
785,4.021811085893659
786,9.313588794892569
787,22.057527830986615
788,2.724120079855159
789,4.8463737464585135
790,2.8853689761543997
791,3.104462031067637
792,4.358789329839191
793,3.889091290700714
794,22.323746251416665
795,4.696760775453954
796,3.018585242631799
797,2.3858176609658406
798,4.568786910894171
799,5.4426231151091855
800,6.074238581901707
801,7.381118440119321
802,4.130678002043897
803,5.633062801275898
804,6.011842409091967
805,5.151182312608873
806,4.252103244237413
807,2.8497467153639553
808,2.0738127117798477
809,4.291990920099625
810,5.150292895445262
811,3.8988758518115905
812,6.177773691201853
813,14.523724331300976
814,5.739230882466577
815,3.1797904776996457
816,5.677441812283657
817,4.125811000978091
818,2.743124410817086
819,5.068914647278165
820,5.954800140719033
821,5.476801132153513
822,2.8915136905774643
823,1.8459656664220265
824,4.942437480116506
825,2.4098639457161237
826,23.043218748916644
827,3.7875147043272213
828,3.6526263221483957
829,7.282292395325143
830,1.8064841768979596
831,3.9788091878265455
832,4.571010973358482
833,6.073367520320483
834,3.386528411312548
835,7.95283871042065
836,5.0403103280100465
837,3.4057819702534635
838,8.162337170634544
839,2.9637994172864124
840,5.031883626881872
841,4.139213483385469
842,9.101845122078391
843,5.914310316648946
844,6.6888856362987354
845,2.9885509402191763
846,4.718555891086848
847,7.742860039491761
848,3.3058663405445774
849,2.6847801854046303
850,1.9688688437359216
851,3.7920038919525254
852,4.725637402402857
853,19.102788873097197
854,6.872237916057097
855,2.7751293212787775
856,2.120503897798786
857,1.8732328400709495
858,4.23459674846665
859,1.8155077409117686
860,5.647659001377292
861,7.655568391333791
862,2.3842278236281054
863,4.4476177247706525
864,1.9447147734872736
865,7.487343718003206
866,6.461245245602868
867,2.6975239175806642
868,3.8547733584802577
869,5.222871824569403
870,5.452876406561131
871,3.0974567183298207
872,7.184353972793014
873,46.77537503238263
874,3.840636598880435
875,4.176640256780562
876,6.173136070216076
877,5.27758735283074
878,2.668237649043478
879,9.043302925496786
880,21.574814145780532
881,6.25725931084196
882,6.90353842591491
883,5.996065617368483
884,4.00194643241423
885,15.464982807177591
886,3.4903540878464243
887,5.7322913952403916
888,4.924811921441594
889,5.384428746245621
890,2.8236054276290803
891,6.569255830429347
892,5.000903571593702
893,4.2595023310145965
894,4.982373120659694
895,3.3956737147319567
896,3.4104259635658973
897,5.733686997044266
898,3.226099603710198
899,3.1795250492880545
900,14.849863482515481
901,0.9928132516334234
902,2.8730599629757885
903,13.438494656961424
904,2.744737786333954
905,4.631962148583387
906,4.263334285261165
907,3.822558581914028
908,3.502561693782866
909,4.915537033012482
910,19.54871830693444
911,3.114528142640853
912,5.460733111986087
913,3.692317422498993
914,7.480371770902158
915,4.305445406579394
916,4.241073531494303
917,2.6751666782161285
918,6.266612165359282
919,8.180993163195694
920,4.146087945847711
921,3.5076711537556715
922,2.5271683272198366
923,4.218836323170039
924,2.3970797545201696
925,4.475892679582745
926,8.05680359255822
927,3.729537966252069
928,3.7487738716240235
929,6.2900752223302145
930,8.660475373055654
931,1.9579673724464621
932,49.47905506187436
933,5.846830479011288
934,3.1698546028624257
935,3.494481848386818
936,2.8817530839154575
937,4.966802427350443
938,7.407049769856702
939,4.203580644888684
940,4.510217275496873
941,3.295882719585741
942,4.101927194614106
943,5.437160418954926
944,3.62584817427505
945,2.679510796116503
946,2.2024750220442026
947,2.7482335493954695
948,5.641479208505391
949,2.1690812167533187
950,4.653203058116551
951,3.0451425473902667
952,9.02841559349857
953,5.194995239783139
954,6.082586916195748
955,32.31744279003016
956,7.235224481531212
957,7.692673960516776
958,5.393799455801446
959,4.5022231549966
960,4.4329754050009536
961,7.47379258572483
962,2.766954174281782
963,3.981696291669671
964,2.9990350198673665
965,3.0227351871636587
966,3.319377406315831
967,7.722917631398026
968,5.9177901397076305
969,10.483782673395146
970,7.0115675687760675
971,11.806889372002155
972,6.281018023270075
973,2.1046653604039953
974,6.106903109570315
975,6.5910582736604475
976,8.317229505222096
977,3.3003607395186254
978,3.228562442267881
979,4.433488094204327
980,10.391964412121652
981,3.954845150280655
982,6.600358384296703
983,5.446161585746287
984,2.7867198956619132
985,6.1303190811582535
986,3.831172435731446
987,1.2419568476096332
988,8.484379750309465
989,4.62742387855339
990,3.415514692473141
991,3.8067017274047474
992,5.18143250566747
993,7.817330906001985
994,4.43760127063874
995,3.018939589656407
996,6.430361835179658
997,2.753389435092747
998,3.8643515066395535
999,6.552806561149181
1000,6.784686190844409
1001,3.0096972619910023
1002,5.129411760138099
1003,3.8669063691486345
1004,3.215958525958575
1005,4.0364546500657905
1006,2.9949896175889297
1007,5.883868314111801
1008,3.4360620386025387
1009,1.8834708305001726
1010,8.198168501673752
1011,2.5901538719252972
1012,3.8423730722391314
1013,4.037210581584057
1014,10.497882987446324
1015,3.276018336891828
1016,3.5207545181432804
1017,3.733346447399911
1018,3.4049178301521064
1019,6.012175547898073
1020,4.1824102422626686
1021,2.9148416391867196
1022,2.2044575697567996
1023,11.241446274236603
1024,2.9938168288145066
1025,3.0779024605291188
1026,2.19731931170573
1027,5.6770573029341325
1028,3.258072674590628
1029,3.2546420542511374
1030,5.799404752101324
1031,4.901206518710118
1032,6.7223425394528356
1033,8.560392368820132
1034,3.4802030704261773
1035,5.424183482314504
1036,10.02987760037733
1037,6.044851811940106
1038,5.522657303750417
1039,5.844080684571917
1040,3.869264191512661
1041,5.541764033633076
1042,5.420872263288416
1043,8.40091401386737
1044,7.349764206154568
1045,14.853079285119538
1046,2.4679898358858043
1047,4.514784895357409
1048,2.905025408469797
1049,2.835626881340466
1050,9.061232238967303
1051,3.020928249967066
1052,2.4396363050863394
1053,65.17153118177177
1054,3.3674074228629127
1055,3.635912800572389
1056,2.443048923020454
1057,3.837499762487595
1058,4.651454198145938
1059,2.756098703411613
1060,2.0293166244707272
1061,8.112199863666275
1062,3.4686161266270794
1063,4.711023596589997
1064,15.212853538439923
1065,3.185545498374405
1066,4.0056975083420125
1067,2.721291063099134
1068,3.7542913587111872
1069,4.914591309104711
1070,3.560954589118203
1071,7.448255923244272
1072,3.5900858037719656
1073,3.3143314055844133
1074,4.239625688827524
1075,4.859919435287207
1076,4.470654149379086
1077,5.068745237908012
1078,7.107869918474389
1079,7.1697182004543
1080,4.217521790873375
1081,4.406371295072855
1082,3.9496347878142215
1083,2.648825085071312
1084,4.157775374515816
1085,4.222698090535914
1086,2.3609228922430763
1087,5.061963388293279
1088,3.5008470820646247
1089,5.093396825424001
1090,3.6967599371834314
1091,4.661823088685465
1092,19.8287112120544
1093,5.613379335321865
1094,23.02132498931142
1095,3.6121738207672927
1096,5.420863150569395
1097,8.453120662057676
1098,4.0754204156078355
1099,3.503616904980297
1100,3.099646958724322
1101,3.772022675910943
1102,7.641500760624815
1103,41.745151908675375
1104,3.5931197671030413
1105,7.879549604037566
1106,3.8211246337894673
1107,4.1118083699663925
1108,5.885748262552342
1109,7.66771198583397
1110,2.201677692670833
1111,3.868987103279376
1112,3.6197086160370056
1113,2.7486138259162622
1114,2.674414031266666
1115,3.172747656134244
1116,18.427428139411234
1117,3.498512196689343
1118,3.0357315607296016
1119,5.909429277359571
1120,6.569586988417576
1121,6.722489756237573
1122,2.9732798263339753
1123,2.7420643388807884
1124,4.119184782602367
1125,3.3112263566984454
1126,3.402554906711372
1127,3.2618860790592894
1128,7.175295238611504
1129,3.656001021616169
1130,4.98708896637871
1131,4.672915316649513
1132,5.774727158906003
1133,2.5054191361266467
1134,4.332850599313838
1135,3.6242078372965585
1136,3.548282227164435
1137,2.57810064557541
1138,6.354435502814141
1139,7.086820761207942
1140,3.3764272350875437
1141,4.279070581142237
1142,3.5942195159520507
1143,5.032746680999812
1144,3.499285593134873
1145,4.530633361804311
1146,19.7821808018151
1147,2.971517580935779
1148,4.989875278094403
1149,2.113791138151167
1150,6.776686760685267
1151,5.430731029436277
1152,6.681569313200471
1153,2.944608184927323
1154,13.854829206464846
1155,4.7808998547117145
1156,5.189608251959787
1157,3.5832811850764736
1158,49.38362498088222
1159,4.811768590576515
1160,3.2575724337319247
1161,8.363980579305434
1162,3.8464431886380392
1163,4.081020988893783
1164,4.352995720473224
1165,4.292868259588995
1166,5.854355702695939
1167,2.97534886673664
1168,7.045587922501495
1169,3.7241086986524286
1170,2.6399213214028663
1171,2.24906837799697
1172,3.0147827010331705
1173,5.178313068161278
1174,3.6463991147531907
1175,4.25291631649049
1176,21.338953617877625
1177,4.1030523293007475
1178,6.871758902172401
1179,3.3195817393917597
1180,6.066853441411718
1181,12.512320817353032
1182,3.400896600861083
1183,4.047543438474735
1184,2.230007195443111
1185,4.153234530460912
1186,2.8445402696191042
1187,3.2538375277325997
1188,3.7084926295930405
1189,2.704535557407125
1190,11.291196301935237
1191,3.165151152506313
1192,4.143378693504091
1193,2.802236451201881
1194,3.2794604133449203
1195,4.350839924654871
1196,3.583474675464398
1197,4.290805198543066
1198,6.650275464532831
1199,6.7267661933918195
1200,3.246015340613658
1201,5.345045155187952
1202,3.455852593311808
1203,3.3040692939323746
1204,11.522486871790932
1205,2.560564921878975
1206,36.59777694375876
1207,3.9741229826960307
1208,7.834632060974894
1209,5.097473603062705
1210,4.192232558063446
1211,3.601089038120749
1212,2.9290568888801456
1213,2.2035023257664568
1214,5.615407869064757
1215,5.206001955325951
1216,3.7994230611943447
1217,3.6656418722633557
1218,5.656042932001032
1219,11.737223152147976
1220,3.4799852183895084
1221,3.4966489154061025
1222,7.188410480437858
1223,7.629524178983228
1224,1.8960383354117951
1225,2.6491804390889184
1226,11.099477412936526
1227,7.281514148641866
1228,29.243303412811755
1229,4.354744727189577
1230,10.907053021333784
1231,3.699293326232114
1232,4.3244719028118155
1233,5.98707780858196
1234,3.06390882850616
1235,21.35693083838226
1236,4.711004712188958
1237,11.737634729049882
1238,4.842467721486231
1239,3.4799187069559654
1240,3.9470529366964184
1241,8.97634483669132
1242,4.285317444927244
1243,4.499479690891457
1244,9.83392299666507
1245,4.981385945476216
1246,4.31332225535548
1247,11.344092088086745
1248,4.6975416044392135
1249,5.081294530865876
1250,5.046043286831537
1251,2.6233657639685743
1252,2.340769478536414
1253,18.03810753057539
1254,18.093053897946717
1255,6.532856117171004
1256,2.576017494551281
1257,4.052012603473611
1258,3.642426358421509
1259,4.005665387280887
1260,16.257059746233352
1261,4.218360964345742
1262,2.513583083786454
1263,9.871484629585218
1264,15.14647482097817
1265,5.884090405681665
1266,9.790608215213911
1267,3.9966062379432694
1268,9.694600112031168
1269,5.884146711510985
1270,2.614553104364348
1271,10.804186721896095
1272,4.5888890137264
1273,5.827821496184512
1274,3.3166547819852097
1275,3.4074860871164985
1276,3.389420899816944
1277,6.842738997692864
1278,5.323347186168532
1279,2.5696930474072603
1280,6.189929554902429
1281,3.9359565614274263
1282,3.9242872144751644
1283,4.465437805327016
1284,5.354197205605656
1285,2.436727821502079
1286,2.2218182561805637
1287,4.112334326671429
1288,2.910080606303863
1289,3.996649448424219
1290,3.5146622055903567
1291,4.822338625925453
1292,13.572802921017903
1293,6.255816174131256
1294,3.9403445282876435
1295,33.782579773664054
1296,3.6342560920103857
1297,18.362544934978636
1298,5.902189789223829
1299,4.533754549503358
1300,8.85738424559686
1301,5.825237155321336
1302,3.951231367081953
1303,9.407249700255754
1304,5.46317627791254
1305,2.7583160670512097
1306,6.300171710762102
1307,12.285936527198725
1308,3.3940905473527456
1309,3.77885400294882
1310,11.742392295212376
1311,3.7418866422122603
1312,4.709461174975253
1313,3.178068912988392
1314,4.181805094188723
1315,3.0947982363738564
1316,4.374439431445227
1317,6.656496249405194
1318,2.9105685503815755
1319,2.6639423271841016
1320,8.902622373737536
1321,6.052676467572702
1322,34.039907470765556
1323,6.723924609214466
1324,3.5586077053235012
1325,5.736944224613062
